Date,Time,Download,Upload,Host,Provider
06/19/20,21:31:21,3.97,7.84,Mauritius Telecom Ltd,TalkTalk
06/19/20,21:31:45,8.85,8.74,Structured Communications (London),TalkTalk
06/19/20,21:36:09,9.86,9.20,Structured Communications (London),TalkTalk
06/19/20,21:36:33,7.46,7.97,Mauritius Telecom Ltd,TalkTalk
06/19/20,21:37:00,7.58,8.18,Vox Telecom (London),TalkTalk
06/19/20,21:39:37,6.86,7.25,Vox Telecom (London),TalkTalk
06/19/20,21:40:00,8.84,7.83,Burstfire Networks Ltd,TalkTalk
06/19/20,21:41:03,8.27,8.31,Structured Communications (London),TalkTalk
06/19/20,21:41:26,5.51,8.79,Mauritius Telecom Ltd,TalkTalk
06/19/20,21:41:50,11.47,8.45,Structured Communications (London),TalkTalk
06/19/20,22:00:01,17.34,8.61,Structured Communications (London),TalkTalk
06/19/20,22:00:30,18.09,9.58,Vox Telecom (London),TalkTalk
06/19/20,22:00:56,14.36,8.97,Mauritius Telecom Ltd,TalkTalk
06/19/20,23:00:00,14.80,9.03,Structured Communications (London),TalkTalk
06/19/20,23:00:23,19.00,9.46,Burstfire Networks Ltd,TalkTalk
06/19/20,23:00:47,19.12,9.53,Burstfire Networks Ltd,TalkTalk
06/20/20,00:00:00,9.12,8.57,Structured Communications (London),TalkTalk
06/20/20,00:00:25,9.85,9.16,Structured Communications (London),TalkTalk
06/20/20,00:00:49,10.32,7.92,Vox Telecom (London),TalkTalk
06/20/20,01:00:00,15.40,7.07,Mauritius Telecom Ltd,TalkTalk
06/20/20,01:00:28,8.78,7.72,Mauritius Telecom Ltd,TalkTalk
06/20/20,01:00:55,13.68,9.43,Vox Telecom (London),TalkTalk
06/20/20,02:00:00,15.70,9.25,Burstfire Networks Ltd,TalkTalk
06/20/20,02:00:24,22.21,8.84,Burstfire Networks Ltd,TalkTalk
06/20/20,02:00:48,13.41,9.45,Mauritius Telecom Ltd,TalkTalk
06/20/20,03:00:01,19.48,9.66,Vodafone UK (London),TalkTalk
06/20/20,03:00:25,20.76,9.20,Mauritius Telecom Ltd,TalkTalk
06/20/20,08:00:00,22.07,9.50,Vodafone UK (London),TalkTalk
06/20/20,08:00:24,15.80,9.18,Structured Communications (London),TalkTalk
06/20/20,08:00:48,24.64,8.93,Vox Telecom (London),TalkTalk
06/20/20,09:00:00,9.01,8.69,Burstfire Networks Ltd,TalkTalk
06/20/20,09:00:25,16.59,9.43,Vox Telecom (London),TalkTalk
06/20/20,09:00:49,18.01,9.13,Structured Communications (London),TalkTalk
06/20/20,10:00:00,25.75,8.05,Vodafone UK (London),TalkTalk
06/20/20,10:00:26,26.01,8.66,Mauritius Telecom Ltd,TalkTalk
06/20/20,10:00:50,25.83,9.67,Vox Telecom (London),TalkTalk
06/20/20,11:00:00,24.55,7.97,Mauritius Telecom Ltd,TalkTalk
06/20/20,11:00:33,14.83,8.46,Structured Communications (London),TalkTalk
06/20/20,11:00:57,12.56,9.16,Mauritius Telecom Ltd,TalkTalk
06/20/20,12:00:00,3.09,6.45,GTT.net (London) [1.77,TalkTalk
06/20/20,12:00:32,2.44,9.33,Burstfire Networks Ltd,TalkTalk
06/20/20,12:00:58,1.16,7.79,GTT.net (London) [1.77,TalkTalk
06/20/20,13:00:00,20.85,5.95,GTT.net (London) [1.77,TalkTalk
06/20/20,13:00:23,20.98,9.53,GTT.net (London) [1.77,TalkTalk
06/20/20,13:00:47,20.56,9.26,GTT.net (London) [1.77,TalkTalk
06/20/20,14:00:00,9.48,8.97,Mauritius Telecom Ltd,TalkTalk
06/20/20,14:00:30,24.70,9.56,Mauritius Telecom Ltd,TalkTalk
06/20/20,14:00:53,27.99,10.06,Mauritius Telecom Ltd,TalkTalk
06/20/20,15:00:00,19.00,9.53,Mauritius Telecom Ltd,TalkTalk
06/20/20,15:00:24,11.07,8.69,GTT.net (London) [1.77,TalkTalk
06/20/20,15:00:50,21.87,8.76,Mauritius Telecom Ltd,TalkTalk
06/20/20,16:00:00,19.00,9.55,Vodafone UK (London),TalkTalk
06/20/20,16:00:24,13.63,9.07,Mauritius Telecom Ltd,TalkTalk
06/20/20,16:00:48,17.85,9.20,Burstfire Networks Ltd,TalkTalk
06/20/20,17:00:00,26.48,9.35,Mauritius Telecom Ltd,TalkTalk
06/20/20,17:00:24,23.81,9.23,GTT.net (London) [1.77,TalkTalk
06/20/20,17:00:48,23.95,8.91,Mauritius Telecom Ltd,TalkTalk
06/20/20,18:00:01,15.20,8.37,GTT.net (London) [1.77,TalkTalk
06/20/20,18:00:24,22.55,8.89,Burstfire Networks Ltd,TalkTalk
06/20/20,18:00:47,24.96,8.61,GTT.net (London) [1.77,TalkTalk
06/20/20,19:00:00,17.13,5.42,Mauritius Telecom Ltd,TalkTalk
06/20/20,19:00:25,11.88,8.58,Mauritius Telecom Ltd,TalkTalk
06/20/20,19:00:49,14.41,8.07,GTT.net (London) [1.77,TalkTalk
06/20/20,20:00:00,22.60,9.01,Mauritius Telecom Ltd,TalkTalk
06/20/20,20:00:26,17.26,9.32,Structured Communications (London),TalkTalk
06/20/20,20:00:49,17.70,9.33,Mauritius Telecom Ltd,TalkTalk
06/20/20,21:00:00,11.42,8.96,Mauritius Telecom Ltd,TalkTalk
06/20/20,21:00:25,10.83,8.06,Structured Communications (London),TalkTalk
06/20/20,21:00:50,19.17,9.12,Structured Communications (London),TalkTalk
06/20/20,22:00:00,6.18,9.14,Mauritius Telecom Ltd,TalkTalk
06/20/20,22:00:29,4.97,9.17,Mauritius Telecom Ltd,TalkTalk
06/20/20,22:00:56,3.23,8.70,Structured Communications (London),TalkTalk
06/20/20,22:06:11,12.08,9.38,GTT.net (London) [1.77,TalkTalk
06/20/20,22:06:35,13.03,8.73,Structured Communications (London),TalkTalk
06/20/20,22:06:58,15.42,9.41,Structured Communications (London),TalkTalk
06/20/20,22:21:45,10.42,2.35,Vodafone UK (London),TalkTalk
06/20/20,22:22:15,0,0,none,none
06/20/20,22:22:16,0,0,none,none
06/20/20,22:22:50,3.85,2.25,Burstfire Networks Ltd,TalkTalk
06/20/20,22:23:30,10.47,2.31,Burstfire Networks Ltd,TalkTalk
06/20/20,22:24:01,8.19,2.39,Mauritius Telecom Ltd,TalkTalk
06/20/20,22:24:43,11.52,9.38,Mauritius Telecom Ltd,TalkTalk
06/20/20,22:25:06,11.90,7.80,Structured Communications (London),TalkTalk
06/20/20,22:25:31,11.57,8.37,Mauritius Telecom Ltd,TalkTalk
06/20/20,22:52:49,11.76,9.34,GTT.net (London) [1.77,TalkTalk
06/20/20,22:53:12,14.30,8.90,Mauritius Telecom Ltd,TalkTalk
06/20/20,22:53:36,18.82,8.93,GTT.net (London) [1.77,TalkTalk
06/20/20,23:00:00,2.68,8.64,Vodafone UK (London),TalkTalk
06/20/20,23:00:25,16.37,8.21,Mauritius Telecom Ltd,TalkTalk
06/20/20,23:00:49,14.03,8.39,Structured Communications (London),TalkTalk
06/21/20,01:00:00,17.62,8.12,Burstfire Networks Ltd,TalkTalk
06/21/20,01:00:26,25.04,9.53,Mauritius Telecom Ltd,TalkTalk
06/21/20,01:00:49,14.01,8.65,Structured Communications (London),TalkTalk
06/21/20,01:38:27,0,0,none,none
06/21/20,01:38:28,0,0,none,none
06/21/20,01:38:29,22.51,9.12,Vodafone UK (London),TalkTalk
06/21/20,02:00:00,20.50,6.76,GTT.net (London) [1.77,TalkTalk
06/21/20,02:00:25,13.98,8.55,GTT.net (London) [1.77,TalkTalk
06/21/20,02:00:49,21.28,9.46,Mauritius Telecom Ltd,TalkTalk
06/21/20,03:00:00,16.91,8.08,Structured Communications (London),TalkTalk
06/21/20,03:00:25,21.48,9.11,Structured Communications (London),TalkTalk
06/21/20,03:00:49,21.48,9.45,Structured Communications (London),TalkTalk
06/21/20,04:00:00,23.14,8.44,Burstfire Networks Ltd,TalkTalk
06/21/20,04:00:24,18.33,9.60,Structured Communications (London),TalkTalk
06/21/20,04:00:47,20.07,9.05,Burstfire Networks Ltd,TalkTalk
06/21/20,05:00:00,21.56,8.37,Burstfire Networks Ltd,TalkTalk
06/21/20,05:00:25,22.62,9.66,Mauritius Telecom Ltd,TalkTalk
06/21/20,05:00:49,22.67,8.75,Mauritius Telecom Ltd,TalkTalk
06/21/20,09:04:00,6.00,4.79,Burstfire Networks Ltd,TalkTalk
06/21/20,09:04:26,5.93,8.94,GTT.net (London) [1.77,TalkTalk
06/21/20,09:04:51,8.32,7.35,GTT.net (London) [1.77,TalkTalk
06/21/20,10:00:00,5.17,9.12,Vodafone UK (London),TalkTalk
06/21/20,10:00:31,8.00,8.59,Mauritius Telecom Ltd,TalkTalk
06/21/20,10:01:02,8.50,8.50,Structured Communications (London),TalkTalk
06/21/20,11:00:00,8.57,7.14,GTT.net (London) [1.77,TalkTalk
06/21/20,11:00:29,14.14,8.65,Structured Communications (London),TalkTalk
06/21/20,11:00:56,14.40,9.56,Structured Communications (London),TalkTalk
06/21/20,12:00:00,0,0,none,none
06/21/20,12:05:02,0,0,none,none
06/21/20,12:05:32,0,0,none,none
06/21/20,13:00:00,10.38,9.51,Vodafone UK (London),TalkTalk
06/21/20,13:00:25,6.84,9.60,Structured Communications (London),TalkTalk
06/21/20,13:00:54,8.99,9.44,GTT.net (London) [1.77,TalkTalk
06/21/20,17:00:00,1.36,7.46,Vodafone UK (London),TalkTalk
06/21/20,17:00:31,1.92,8.15,GTT.net (London) [1.77,TalkTalk
06/21/20,17:00:58,0.44,2.57,Mauritius Telecom Ltd,TalkTalk
06/21/20,19:00:00,4.07,5.97,Structured Communications (London),TalkTalk
06/21/20,19:00:42,9.28,8.72,Mauritius Telecom Ltd,TalkTalk
06/21/20,19:01:07,5.84,8.58,Vodafone UK (London),TalkTalk
06/21/20,20:00:00,0.98,5.40,GTT.net (London) [1.77,TalkTalk
06/21/20,20:00:27,2.28,9.26,GTT.net (London) [1.77,TalkTalk
06/21/20,20:00:54,5.79,6.22,GTT.net (London) [1.77,TalkTalk
06/22/20,00:00:00,25.13,0.01,Mauritius Telecom Ltd,TalkTalk
06/22/20,00:33:48,10.16,4.90,Cybersmart Pty Ltd,TalkTalk
06/22/20,00:34:17,3.59,0.03,Mauritius Telecom Ltd,TalkTalk
06/22/20,09:00:01,8.37,9.34,Structured Communications (London),TalkTalk
06/22/20,09:00:26,12.63,9.64,Structured Communications (London),TalkTalk
06/22/20,09:00:50,8.09,8.38,Structured Communications (London),TalkTalk
06/22/20,10:00:00,4.06,2.65,Mauritius Telecom Ltd,TalkTalk
06/22/20,10:00:35,3.50,8.74,Mauritius Telecom Ltd,TalkTalk
06/22/20,10:01:04,3.53,8.54,Cybersmart Pty Ltd,TalkTalk
06/22/20,10:31:57,11.30,9.50,Vodafone UK (London),TalkTalk
06/22/20,10:32:21,13.13,8.45,Mauritius Telecom Ltd,TalkTalk
06/22/20,10:32:45,6.38,7.22,Burstfire Networks Ltd,TalkTalk
06/22/20,11:00:00,5.19,3.60,Structured Communications (London),TalkTalk
06/22/20,11:00:26,6.46,8.04,Mauritius Telecom Ltd,TalkTalk
06/22/20,11:00:53,8.64,9.23,Structured Communications (London),TalkTalk
06/22/20,12:00:00,10.56,7.30,Mauritius Telecom Ltd,TalkTalk
06/22/20,12:00:27,8.35,8.70,Mauritius Telecom Ltd,TalkTalk
06/22/20,12:00:55,6.89,7.51,GTT.net (London) [1.77,TalkTalk
06/22/20,12:11:13,0.16,2.42,GTT.net (London) [1.77,TalkTalk
06/22/20,12:12:11,0,0,none,none
06/22/20,12:12:12,0.68,2.08,Structured Communications (London),TalkTalk
06/22/20,13:00:00,10.33,3.50,GTT.net (London) [1.77,TalkTalk
06/22/20,13:00:26,0,0,none,none
06/22/20,13:00:27,2.42,8.34,Structured Communications (London),TalkTalk
06/22/20,13:05:30,5.14,8.15,Mauritius Telecom Ltd,TalkTalk
06/22/20,13:05:53,3.03,6.20,Burstfire Networks Ltd,TalkTalk
06/22/20,13:06:19,6.25,7.45,Mauritius Telecom Ltd,TalkTalk
06/22/20,14:00:01,13.24,9.39,Mauritius Telecom Ltd,TalkTalk
06/22/20,14:00:25,18.24,8.34,Structured Communications (London),TalkTalk
06/22/20,14:00:50,10.89,8.41,Burstfire Networks Ltd,TalkTalk
06/22/20,15:00:00,5.99,9.25,Mauritius Telecom Ltd,TalkTalk
06/22/20,15:00:28,3.14,5.44,Structured Communications (London),TalkTalk
06/22/20,15:00:59,5.37,6.58,GTT.net (London) [1.77,TalkTalk
06/22/20,16:00:01,15.32,7.60,GTT.net (London) [1.77,TalkTalk
06/22/20,16:00:28,13.86,8.57,Structured Communications (London),TalkTalk
06/22/20,16:00:55,13.04,9.27,Structured Communications (London),TalkTalk
06/22/20,16:11:00,11.95,8.82,Mauritius Telecom Ltd,TalkTalk
06/22/20,16:11:25,20.99,9.14,Mauritius Telecom Ltd,TalkTalk
06/22/20,16:11:48,16.66,9.03,Structured Communications (London),TalkTalk
06/22/20,16:26:16,13.90,9.21,Structured Communications (London),TalkTalk
06/22/20,16:26:39,14.39,9.05,GTT.net (London) [1.77,TalkTalk
06/22/20,16:27:04,12.12,7.71,Burstfire Networks Ltd,TalkTalk
06/22/20,17:00:00,14.14,8.21,GTT.net (London) [1.77,TalkTalk
06/22/20,17:00:25,12.31,9.32,GTT.net (London) [1.77,TalkTalk
06/22/20,17:00:50,9.68,8.91,GTT.net (London) [1.77,TalkTalk
06/22/20,18:00:00,12.87,7.96,GTT.net (London) [1.77,TalkTalk
06/22/20,18:00:25,12.22,8.56,Structured Communications (London),TalkTalk
06/22/20,18:00:49,9.84,9.79,Mauritius Telecom Ltd,TalkTalk
06/22/20,19:00:00,8.76,5.64,Mauritius Telecom Ltd,TalkTalk
06/22/20,19:00:24,6.31,8.13,Mauritius Telecom Ltd,TalkTalk
06/22/20,19:00:49,8.91,7.97,Structured Communications (London),TalkTalk
06/22/20,20:00:00,14.51,6.73,GTT.net (London) [1.77,TalkTalk
06/22/20,20:14:53,12.42,8.70,Structured Communications (London),TalkTalk
06/22/20,20:15:17,6.59,9.01,GTT.net (London) [1.77,TalkTalk
06/22/20,21:00:00,20.67,8.28,GTT.net (London) [1.77,TalkTalk
06/22/20,21:00:24,11.78,8.84,GTT.net (London) [1.77,TalkTalk
06/22/20,21:00:48,23.04,8.72,Structured Communications (London),TalkTalk
06/23/20,01:00:00,8.42,5.52,Burstfire Networks Ltd,Three
06/23/20,01:00:30,5.62,4.85,GTT.net (London) [2.56,Three
06/23/20,01:01:06,3.22,4.83,Burstfire Networks Ltd,Three
06/23/20,02:00:01,8.18,4.26,Burstfire Networks Ltd,Three
06/23/20,02:00:38,7.74,4.76,Structured Communications (London),Three
06/23/20,02:01:14,11.32,4.80,Vodafone UK (London),Three
06/23/20,03:00:01,12.75,5.26,Structured Communications (London),Three
06/23/20,03:00:36,9.77,4.96,GTT.net (London) [2.56,Three
06/23/20,03:01:06,12.39,5.89,Structured Communications (London),Three
06/23/20,08:00:00,6.58,3.68,Structured Communications (London),Three
06/23/20,08:00:31,6.55,4.79,GTT.net (London) [2.56,Three
06/23/20,08:01:00,5.14,5.16,Structured Communications (London),Three
06/23/20,09:00:00,1.54,4.33,Structured Communications (London),Three
06/23/20,09:00:32,1.11,4.55,GTT.net (London) [2.56,Three
06/23/20,09:01:11,1.41,4.51,Burstfire Networks Ltd,Three
06/23/20,10:00:00,0,0,none,none
06/23/20,10:00:03,0,0,none,none
06/23/20,10:00:04,1.29,4.58,GTT.net (London) [2.56,Three
06/23/20,11:00:00,0.65,0.83,Vox Telecom (London),Three
06/23/20,11:00:38,0,0,none,none
06/23/20,11:00:39,0,0,none,none
06/23/20,12:00:00,15.41,8.62,Structured Communications (London),TalkTalk
06/23/20,12:00:26,17.37,7.64,Vox Telecom (London),TalkTalk
06/23/20,12:00:51,15.20,8.83,Vox Telecom (London),TalkTalk
06/23/20,13:00:01,8.79,7.95,Structured Communications (London),TalkTalk
06/23/20,13:00:30,17.02,9.07,Mauritius Telecom Ltd,TalkTalk
06/23/20,13:00:59,12.90,9.73,Structured Communications (London),TalkTalk
06/23/20,14:00:01,13.31,8.34,Burstfire Networks Ltd,TalkTalk
06/23/20,14:00:26,12.89,8.30,Structured Communications (London),TalkTalk
06/23/20,14:00:49,12.10,9.69,Vodafone UK (London),TalkTalk
06/23/20,15:00:00,16.77,9.11,Mauritius Telecom Ltd,TalkTalk
06/23/20,15:00:29,11.67,7.84,Burstfire Networks Ltd,TalkTalk
06/23/20,15:00:56,8.05,7.92,Vox Telecom (London),TalkTalk
06/23/20,16:00:00,8.13,9.20,Structured Communications (London),TalkTalk
06/23/20,16:00:29,11.13,8.52,Structured Communications (London),TalkTalk
06/23/20,16:00:58,16.76,8.62,Structured Communications (London),TalkTalk
06/23/20,17:00:00,14.49,9.55,Vodafone UK (London),TalkTalk
06/23/20,17:00:26,11.98,9.22,Vodafone UK (London),TalkTalk
06/23/20,17:00:54,10.72,7.67,Burstfire Networks Ltd,TalkTalk
06/23/20,19:00:01,19.62,10.24,Vox Telecom (London),TalkTalk
06/23/20,19:00:24,19.50,9.50,Structured Communications (London),TalkTalk
06/23/20,19:00:49,17.14,9.22,Burstfire Networks Ltd,TalkTalk
06/23/20,20:00:00,10.00,8.25,Vox Telecom (London),TalkTalk
06/23/20,20:00:25,11.89,9.06,Structured Communications (London),TalkTalk
06/23/20,20:00:49,9.47,8.93,Burstfire Networks Ltd,TalkTalk
06/23/20,21:00:00,9.00,7.92,Vox Telecom (London),TalkTalk
06/23/20,21:00:25,12.42,8.93,Structured Communications (London),TalkTalk
06/23/20,21:00:49,18.81,9.50,Structured Communications (London),TalkTalk
06/23/20,22:00:00,4.32,2.89,Vox Telecom (London),TalkTalk
06/23/20,22:00:28,2.35,7.86,Vodafone UK (London),TalkTalk
06/23/20,22:01:01,4.81,7.15,Structured Communications (London),TalkTalk
06/23/20,23:00:01,16.55,8.76,Mauritius Telecom Ltd,TalkTalk
06/23/20,23:00:26,14.19,7.78,Mauritius Telecom Ltd,TalkTalk
06/23/20,23:00:50,11.74,9.83,Vox Telecom (London),TalkTalk
06/24/20,00:00:00,10.84,9.38,Structured Communications (London),TalkTalk
06/24/20,00:00:24,11.80,5.15,Structured Communications (London),TalkTalk
06/24/20,00:00:51,2.55,5.94,Structured Communications (London),TalkTalk
06/24/20,01:00:00,12.10,6.16,Vodafone UK (London),TalkTalk
06/24/20,01:00:29,18.27,8.84,Mauritius Telecom Ltd,TalkTalk
06/24/20,01:00:53,13.09,9.34,Mauritius Telecom Ltd,TalkTalk
06/24/20,08:00:00,8.66,13.59,Burstfire Networks Ltd,Three
06/24/20,08:00:28,10.72,14.38,Vox Telecom (London),Three
06/24/20,08:00:55,11.21,5.44,Structured Communications (London),Three
06/24/20,09:00:00,11.14,3.97,Structured Communications (London),Three
06/24/20,09:00:36,7.26,15.23,Burstfire Networks Ltd,Three
06/24/20,09:01:08,6.30,7.87,Vox Telecom (London),Three
06/24/20,10:00:00,15.44,6.13,Burstfire Networks Ltd,Three
06/24/20,10:00:30,3.00,11.83,Vox Telecom (London),Three
06/24/20,10:01:05,2.33,11.46,Burstfire Networks Ltd,Three
06/24/20,11:00:01,5.04,5.56,Burstfire Networks Ltd,Three
06/24/20,11:00:37,6.01,9.39,Burstfire Networks Ltd,Three
06/24/20,11:01:10,6.86,8.76,Structured Communications (London),Three
06/24/20,12:00:00,0.31,3.83,Burstfire Networks Ltd,TalkTalk
06/24/20,12:00:47,0.88,4.24,Vodafone UK (London),TalkTalk
06/24/20,12:01:16,3.75,8.09,Structured Communications (London),TalkTalk
06/24/20,13:00:00,11.86,6.64,Mauritius Telecom Ltd,TalkTalk
06/24/20,13:00:23,12.63,7.30,Vox Telecom (London),TalkTalk
06/24/20,13:00:47,24.58,9.56,Mauritius Telecom Ltd,TalkTalk
06/24/20,14:00:00,0.37,2.82,Mauritius Telecom Ltd,TalkTalk
06/24/20,14:00:37,0.21,2.72,Structured Communications (London),TalkTalk
06/24/20,14:01:07,0,0,none,none
06/24/20,15:00:00,1.47,2.77,Mauritius Telecom Ltd,TalkTalk
06/24/20,15:01:06,15.36,7.78,Mauritius Telecom Ltd,TalkTalk
06/24/20,15:02:06,9.74,2.99,Vodafone UK (London),TalkTalk
06/24/20,16:00:00,1.26,2.37,Burstfire Networks Ltd,Three
06/24/20,16:00:38,0.98,2.51,Structured Communications (London),Three
06/24/20,16:01:16,0.41,2.18,Burstfire Networks Ltd,Three
06/24/20,17:00:01,11.65,9.02,Structured Communications (London),TalkTalk
06/24/20,17:00:36,13.96,9.39,Structured Communications (London),TalkTalk
06/24/20,17:01:03,7.69,8.64,Vox Telecom (London),TalkTalk
06/24/20,18:00:00,6.46,9.15,Structured Communications (London),TalkTalk
06/24/20,18:00:28,8.51,8.40,Burstfire Networks Ltd,TalkTalk
06/24/20,18:00:56,15.24,8.92,Burstfire Networks Ltd,TalkTalk
06/24/20,19:00:00,22.96,9.37,Structured Communications (London),TalkTalk
06/24/20,19:00:29,27.22,8.85,Structured Communications (London),TalkTalk
06/24/20,19:00:58,25.65,8.94,Vox Telecom (London),TalkTalk
06/24/20,22:00:00,6.06,9.10,Vox Telecom (London),TalkTalk
06/24/20,22:00:26,1.64,9.03,Structured Communications (London),TalkTalk
06/24/20,22:00:51,3.53,9.27,Burstfire Networks Ltd,TalkTalk
06/24/20,23:00:00,14.65,9.27,Mauritius Telecom Ltd,TalkTalk
06/24/20,23:00:26,9.94,9.18,Vox Telecom (London),TalkTalk
06/24/20,23:00:50,10.11,8.40,Vox Telecom (London),TalkTalk
06/25/20,00:00:01,11.30,5.52,Vodafone UK (London),TalkTalk
06/25/20,00:00:26,6.87,9.26,Structured Communications (London),TalkTalk
06/25/20,00:00:52,11.53,9.23,Structured Communications (London),TalkTalk
06/25/20,08:00:00,21.29,8.76,Mauritius Telecom Ltd,TalkTalk
06/25/20,08:00:25,22.85,9.25,Mauritius Telecom Ltd,TalkTalk
06/25/20,08:00:48,16.55,9.29,Mauritius Telecom Ltd,TalkTalk
06/25/20,09:00:00,3.45,9.05,Vodafone UK (London),TalkTalk
06/25/20,09:00:31,25.00,8.42,Vox Telecom (London),TalkTalk
06/25/20,09:01:02,0,0,none,none
06/25/20,10:00:00,9.09,9.56,Mauritius Telecom Ltd,TalkTalk
06/25/20,10:00:32,8.35,8.67,Structured Communications (London),TalkTalk
06/25/20,10:01:03,6.08,8.90,Burstfire Networks Ltd,TalkTalk
06/25/20,11:00:00,20.52,7.04,Vodafone UK (London),TalkTalk
06/25/20,11:00:27,3.17,1.45,Structured Communications (London),TalkTalk
06/25/20,11:01:08,9.33,7.53,Structured Communications (London),TalkTalk
06/25/20,12:00:00,20.31,8.30,Structured Communications (London),TalkTalk
06/25/20,12:00:28,26.22,9.47,Structured Communications (London),TalkTalk
06/25/20,12:00:54,21.77,9.32,Structured Communications (London),TalkTalk
06/25/20,14:00:00,7.66,9.13,Vodafone UK (London),TalkTalk
06/25/20,14:00:30,5.23,9.30,Structured Communications (London),TalkTalk
06/25/20,14:00:59,2.52,6.11,Structured Communications (London),TalkTalk
06/25/20,15:00:00,3.56,6.34,Mauritius Telecom Ltd,TalkTalk
06/25/20,15:00:31,1.61,5.22,Burstfire Networks Ltd,TalkTalk
06/25/20,15:01:03,1.90,6.26,Structured Communications (London),TalkTalk
06/25/20,16:00:01,3.64,9.10,Structured Communications (London),TalkTalk
06/25/20,16:00:52,3.94,6.55,Vox Telecom (London),TalkTalk
06/25/20,16:01:24,5.30,8.04,Structured Communications (London),TalkTalk
07/22/20,17:00:00,5.18,4.95,Burstfire Networks Ltd,Vodafone
07/22/20,17:00:34,5.47,4.84,Burstfire Networks Ltd,Vodafone
07/22/20,17:01:01,10.79,5.64,Structured Communications (London),Vodafone
07/22/20,18:00:00,0,0,none,none
07/22/20,18:00:01,9.23,5.67,Telxius (London) [2.56,Vodafone
07/22/20,18:00:30,0.34,0.85,Jump Networks Ltd,Vodafone
07/22/20,19:00:00,7.94,3.62,Telxius (London) [2.56,Vodafone
07/22/20,19:00:28,5.01,3.43,Structured Communications (London),Vodafone
07/22/20,19:00:58,4.45,5.23,Structured Communications (London),Vodafone
07/22/20,20:00:00,9.68,5.61,Structured Communications (London),Vodafone
07/22/20,20:00:29,10.99,7.95,Burstfire Networks Ltd,Vodafone
07/22/20,20:00:56,9.03,6.02,Jump Networks Ltd,Vodafone
07/22/20,21:00:00,10.92,7.23,Structured Communications (London),TalkTalk
07/22/20,21:00:28,13.11,8.74,Mauritius Telecom Ltd,TalkTalk
07/22/20,21:00:54,14.50,8.28,Structured Communications (London),TalkTalk
07/22/20,22:00:00,8.38,6.61,Structured Communications (London),TalkTalk
07/22/20,22:00:28,9.27,7.67,Mauritius Telecom Ltd,TalkTalk
07/22/20,22:00:57,10.95,9.12,Structured Communications (London),TalkTalk
07/22/20,23:00:00,2.26,6.92,Structured Communications (London),TalkTalk
07/22/20,23:00:32,2.04,6.83,Structured Communications (London),TalkTalk
07/22/20,23:00:59,15.27,1.68,Jump Networks Ltd,TalkTalk
07/23/20,00:00:00,3.13,2.36,Burstfire Networks Ltd,TalkTalk
07/23/20,00:01:04,7.88,4.47,Mauritius Telecom Ltd,TalkTalk
07/23/20,00:02:03,2.02,2.75,Structured Communications (London),TalkTalk
07/23/20,01:00:00,19.73,0.02,Burstfire Networks Ltd,TalkTalk
07/23/20,01:55:38,22.85,8.12,Burstfire Networks Ltd,TalkTalk
07/23/20,01:56:02,23.82,9.35,Jump Networks Ltd,TalkTalk
07/23/20,07:00:01,27.31,9.11,Community Fibre Limited,TalkTalk
